Target_Gene,Timepoint,Dosage,RTN_A_median,RTN_A_CI_lower,RTN_A_CI_upper,RTN_B_median,RTN_B_CI_lower,RTN_B_CI_upper,Predictive_Effect_median,Predictive_Effect_CI_lower,Predictive_Effect_CI_upper
EGFP,T10,3.5nM,0.005930827390783995,0.00506308821661964,0.005994759401646463,0.005586196488688094,0.005477904912324293,0.0058313268294825395,0.029744975209810065,-0.10529608435666013,0.10486511930414266
EGFP,T13,0.6nM,0.005604749612196393,0.0052951501802491275,0.006182662452823155,0.005496263764174087,0.005205854404069036,0.006074742938343244,0.008531758993571894,-0.08314823997928987,0.06213814955751934
EGFP,T13,3.5nM,0.005786535996907529,0.004829219229762947,0.005969169898116392,0.005496263764174087,0.005205854404069036,0.006074742938343244,0.03421058896387726,-0.08046777686952156,0.10639336848955566
EGFP,T7,0.6nM,0.005792283170261789,0.005336406152570351,0.006090175232011697,0.005670551862267866,0.00500400058415955,0.005926680803731875,0.020110526258555028,-0.03578422890597493,0.09278651594703863
EGFP,T7,3.5nM,0.005696000267769589,0.00500151041718716,0.00590809116282025,0.005670551862267866,0.00500400058415955,0.005926680803731875,-0.01189739659106778,-0.04011496217290895,0.0585687153931428
Egfr,T10,0.6nM,0.0053131519005805115,0.004296585747316117,0.005406193215091927,0.005125188946137286,0.00453640000776143,0.005641844241562808,-0.018400577299533302,-0.10204601788018644,0.062477976418985684
Egfr,T10,3.5nM,0.005115692846862409,0.00420883820369012,0.005472051329625139,0.005125188946137286,0.004611974390696758,0.005641844241562808,0.010237951463439053,-0.09062750234919197,0.05314595063548594
Egfr,T13,0.6nM,0.0051639096167591,0.004527441551602887,0.005669526769193275,0.005102348052702115,0.004472354059203076,0.005319472588588689,0.025955190814989766,-0.06999348807059529,0.14709721690522073
Egfr,T13,3.5nM,0.004983659612233461,0.004069123655115837,0.005660935878005492,0.005102348052702115,0.004316147533631271,0.005319472588588689,-0.010367773546287675,-0.05968108559852616,0.0898858946020603
Egfr,T7,0.6nM,0.005021843792663454,0.004484560532021142,0.005449042006744194,0.005084094761070505,0.004716242302434281,0.005178824971668025,-0.031398058806418425,-0.04716703512610389,0.07284162996985087
Egfr,T7,3.5nM,0.005076300307259777,0.004702076031011615,0.005330507497515442,0.005084094761070505,0.004749216571672207,0.005208232870139501,-0.03348554571492245,-0.07015240859072845,0.0918727700544161
Elf3,T10,0.6nM,0.005519898119435174,0.004828896530103788,0.0056887584725938975,0.005521867891684348,0.005099116107927048,0.005849739761460404,-0.06117817477456247,-0.14529326165394518,0.033447742428502084
Elf3,T10,3.5nM,0.005629905426361079,0.00525877653607599,0.0057717607535071845,0.005521867891684348,0.005187772008418855,0.005876021020387326,0.015767540268107318,-0.03565951271551721,0.08208830361084943
Elf3,T13,0.6nM,0.0052772272820320616,0.004865273326702773,0.005707441269482767,0.005478310203060096,0.004976801200006259,0.005812263504345316,-0.05738900139910413,-0.10446446026736202,0.02122270554664106
Elf3,T13,3.5nM,0.005733580239195631,0.00510502397150444,0.006051735715334959,0.005478310203060096,0.004976801200006259,0.005812210837267323,0.07536688952980562,-0.038908363947918544,0.1240340270195053
Elf3,T7,0.6nM,0.00560142857579865,0.005119290682114394,0.005752758375082103,0.005553750606091632,0.005278080159767101,0.005728339413884568,-0.015910134045081653,-0.07657019654207962,0.026146476017896266
Elf3,T7,3.5nM,0.0056125837642632855,0.005185592366822171,0.0057306088815582,0.005553750606091632,0.005278080159767101,0.005728339413884568,-0.008470737017669584,-0.03245581886351246,0.03978944996715982
Ep300,T10,0.6nM,0.005684315082865689,0.005363566636370701,0.006064508154012166,0.005504976503396991,0.005165195105029052,0.006040271218765238,0.05738940425185954,-0.03589930410352675,0.12547729325849555
Ep300,T10,3.5nM,0.005605716084503611,0.005279048042043004,0.005713964276788759,0.005504976503396991,0.005160324190964228,0.006041393611683782,-0.008763489800399642,-0.1018841450435525,0.06623216374775334
Ep300,T13,0.6nM,0.00560614041692631,0.005399961113312695,0.006040058970084595,0.005783810484303183,0.0049387164011671465,0.006221638710530851,0.008173165510802095,-0.08544868654508547,0.15391129692250732
Ep300,T13,3.5nM,0.005623131702757881,0.00535085396997032,0.005983346719055701,0.005783810484303183,0.0049387164011671465,0.006031359570848262,0.01140759214407282,-0.10735214100080162,0.11563303055585036
Ep300,T7,0.6nM,0.00551018610884749,0.0050786111329775415,0.005971793492468026,0.005486583063062058,0.005290019501602268,0.005796017858464031,-0.0014919732673582908,-0.044171009912085814,0.061675793081504865
Ep300,T7,3.5nM,0.005512224080310787,0.0052952538370653265,0.005874066090709483,0.005486583063062058,0.005290019501602268,0.005782861557850704,-0.0013369409604467378,-0.05946872306737222,0.04189756075776413
Erbb2,T10,0.6nM,0.005175308089994328,0.004546420097585501,0.005614237271985501,0.005164074852324557,0.004680033103507535,0.005548855805907405,-0.00831463221204996,-0.0979579745987727,0.07080881738544642
Erbb2,T10,3.5nM,0.005287387250467708,0.004666827035513435,0.0054854211682378844,0.005164074852324557,0.004746743040489859,0.005548855805907405,0.05629818530769603,-0.11287658526184458,0.092202326625536
Erbb2,T13,0.6nM,0.005248584471149187,0.004739910892344157,0.005555546609936,0.005265018629435479,0.004889133853389513,0.005474869441340816,0.01798712859208611,-0.19602379749021942,0.0906856312291529
Erbb2,T13,3.5nM,0.005192387056605075,0.004582170152412786,0.005518299648913406,0.005265018629435479,0.0048715149064331945,0.005474869441340816,-0.009889293717891745,-0.16722721444227387,0.1781451771726195
Erbb2,T7,0.6nM,0.005305017606652441,0.0047436698337157066,0.005601753220362857,0.005328896283326572,0.004812678495291814,0.005752793083223182,-0.04508953598715634,-0.10219206366388385,0.0802134938888592
Erbb2,T7,3.5nM,0.0052667254872530555,0.004943651997494546,0.00557953529007863,0.005328896283326572,0.0048137559306488924,0.005752793083223182,0.03154546705510759,-0.11508334243939644,0.10274286157756157
Erbb3,T10,0.6nM,0.005505286528466508,0.005023846710703427,0.00580178634535945,0.005522268731536887,0.005055191252556874,0.005801239243174163,-0.0014000628588860644,-0.06379096716797289,0.06071333677628291
Erbb3,T10,3.5nM,0.005469831441260968,0.004844245934222172,0.005743545367266341,0.005522268731536887,0.0049701704185962136,0.005801239243174163,-0.015282418974643205,-0.08134531841039037,0.040253618120806856
Erbb3,T13,0.6nM,0.005336023589341718,0.004755449055826289,0.005868387453143397,0.005305878787338252,0.004777845464211235,0.005867467256788404,-0.014167365538281441,-0.07033813009563322,0.06696643282072953
Erbb3,T13,3.5nM,0.005486118666672503,0.0049957308873862325,0.005665183355262244,0.005305878787338252,0.004874670238132941,0.005867467256788404,-0.004577060374868767,-0.09402433874265415,0.07640920461363708
Erbb3,T7,0.6nM,0.0052862270379563665,0.005061185760443843,0.005705647729811682,0.005582656622520917,0.005178915455251707,0.005760448634552207,-0.006741125148613745,-0.10477944711356794,0.047093031789282244
Erbb3,T7,3.5nM,0.005552571940517876,0.0050886198918269595,0.005604224708040237,0.005582656622520917,0.005209329048420865,0.005747819833607415,-0.04152961205732594,-0.0894841128223183,0.009175716918432195
Ern1,T10,0.6nM,0.005413955044522329,0.004682327540901279,0.006063813514886357,0.005400518613627198,0.004733439760082735,0.005509693670478309,0.09388278021431468,-0.046102798150640334,0.14908533938561275
Ern1,T10,3.5nM,0.005395276137700642,0.0047052947404600115,0.005556034749448424,0.005400518613627198,0.004733439760082735,0.005509693670478309,0.01952544331237329,-0.0686392270400856,0.042082468105900814
Ern1,T13,0.6nM,0.005441326316453035,0.004587922958794984,0.005606010594083542,0.005387446508921484,0.004717993127837186,0.0056349868375511845,-0.01538292841793487,-0.1211600293953375,0.08233547884805183
Ern1,T13,3.5nM,0.005363208738090835,0.004660983294781842,0.005551725312196715,0.005387446508921484,0.004717993127837186,0.0056349868375511845,-0.021055931279437865,-0.07755160568065214,0.06053080517417402
Ern1,T7,0.6nM,0.005617715962482323,0.005081735791144513,0.005761269197851257,0.005388375643612485,0.004982228351083175,0.005602937737545197,0.046039075079045144,-0.01908774693106991,0.06662015741454591
Ern1,T7,3.5nM,0.005294999949110606,0.00482073868990484,0.005623665290049572,0.005388375643612485,0.0049399975989974886,0.005602937737545197,-0.04790657143168237,-0.07786166330294214,0.07748216378948598
Ezh2,T10,0.6nM,0.00569890088738091,0.004993076416789794,0.005975965490800446,0.00553797747297932,0.005089695699471801,0.006048866817491768,-0.032603655586240884,-0.07601587108659218,0.0750813032110227
Ezh2,T10,3.5nM,0.0055294075403246315,0.00489053693591573,0.005819408041372267,0.00553797747297932,0.005145344453923424,0.006047769363046287,-0.0479131633371177,-0.07632396353032514,0.07747026422988933
Ezh2,T13,0.6nM,0.005497014735697657,0.005000203794008251,0.005905919610996588,0.005607152706257373,0.004858584435454052,0.006094962553096493,0.0242231011162198,-0.049995402693382415,0.08460788582681227
Ezh2,T13,3.5nM,0.005446966870417699,0.004984454635757254,0.006229760974819016,0.005607152706257373,0.004858584435454052,0.006094962553096493,0.0016705517576430275,-0.06807374004354849,0.08914345052935545
Ezh2,T7,0.6nM,0.005527652853238061,0.005246683958465196,0.005895448816783234,0.005597144499322372,0.005226272409819219,0.0059297715443919295,0.008594137268048401,-0.09392116434126652,0.03224678612186729
Ezh2,T7,3.5nM,0.005540048475189095,0.00525076979778021,0.005866107718160795,0.005597144499322372,0.005226272409819219,0.005922874008910069,0.005439309795795361,-0.06194750117587841,0.020103692329322433
Fbxw7,T10,0.6nM,0.006542068015251525,0.006023888962679805,0.00679235155517403,0.006562554913171732,0.006152744899213885,0.006835198913377803,0.012141223774560108,-0.05048489659285375,0.06514123484132686
Fbxw7,T10,3.5nM,0.006351344558806733,0.005925343588084213,0.007129915539377281,0.006562554913171732,0.006152744899213885,0.006819404094963939,-0.017249382414406093,-0.08178149493366746,0.11207039778168379
Fbxw7,T13,0.6nM,0.006776420118796748,0.00636525520450054,0.00748827733075595,0.006846385745575276,0.006257008226833549,0.006968995931402869,0.020297285762070096,-0.0562315559160085,0.1407709317617992
Fbxw7,T13,3.5nM,0.006335279923570469,0.005935045879412847,0.007470290927794602,0.006846385745575276,0.0061642050672962925,0.006927829660149466,-0.06471724845712103,-0.14293558723573285,0.08813404388456847
Fbxw7,T7,0.6nM,0.006217575631489179,0.005861342605185593,0.006556628932576254,0.006333480162195433,0.006210853934681447,0.006459264249361204,-0.02844272438917906,-0.056645509494572525,0.007653101084830741
Fbxw7,T7,3.5nM,0.006195566530681235,0.005738202390531574,0.0067505326147323285,0.006333480162195433,0.006090748672777324,0.006459264249361204,-0.032376588754301786,-0.08486696809747211,0.05926511344082158
Fgfr1,T10,0.6nM,0.005687271176101356,0.00495888764484081,0.006161030752647011,0.005451754713257654,0.005252813820438929,0.005825707745171048,0.048984782170183344,-0.05497391271040974,0.13380969574376483
Fgfr1,T10,3.5nM,0.005175923121218354,0.004973896995530317,0.005632935958234992,0.005451754713257654,0.005252813820438929,0.005825707745171048,-0.02662874795216277,-0.10989040302968632,0.029845467021709888
Fgfr1,T13,0.6nM,0.005374114448605973,0.004823309762646742,0.005942772986722928,0.005347642165167383,0.0050177964647848804,0.005768614410222185,0.027804156148272537,-0.15173295724834776,0.12163654396719263
Fgfr1,T13,3.5nM,0.0056089260105656215,0.004940950457987845,0.0061317889360906624,0.005347642165167383,0.005021925052531472,0.005768614410222185,0.06628490393370255,-0.04296668687832464,0.1605765729909913
Fgfr1,T7,0.6nM,0.005355856662742102,0.005077324136256533,0.005601225581585438,0.005401273495693295,0.005142624561723606,0.005652625645449594,-0.022948432567255053,-0.08916545816790375,0.03462675387570487
Fgfr1,T7,3.5nM,0.005381512824751823,0.005061166361236392,0.005624695912913941,0.005401273495693295,0.005142624561723606,0.005701189300036753,-0.032996412031647396,-0.10673680048526506,0.03739531336030097
Fgfr2,T10,0.6nM,0.00535319582878348,0.005156907516118238,0.006004126337717434,0.005487821878916986,0.005341105045823324,0.006206368524354864,-0.07951143031484054,-0.1011831537877401,0.04001785216820568
Fgfr2,T10,3.5nM,0.005617084984196528,0.0052169247760497275,0.005931395460555876,0.005487821878916986,0.005338326648046291,0.006206368524354864,-0.02939692898272269,-0.06889923973306061,0.06585143146030673
Fgfr2,T13,0.6nM,0.005416354588033266,0.005356395400924665,0.006040143237652094,0.00567271980726416,0.005350229818952235,0.006447641781713624,-0.08673629642047652,-0.15886135154927103,0.028960538068054122
Fgfr2,T13,3.5nM,0.00551778830891368,0.005110242006592654,0.006064799117929096,0.00567271980726416,0.005350229818952235,0.006447641781713624,-0.06785287587222669,-0.1297910849650938,0.01808337344813909
Fgfr2,T7,0.6nM,0.005653868343093219,0.005198485400990238,0.00588560677266301,0.005623814988045847,0.0052922358399529745,0.00582463683593592,0.01655446304665106,-0.07268016485606105,0.04867791645538236
Fgfr2,T7,3.5nM,0.005520034153094752,0.005307848135919708,0.006075954528137957,0.005623814988045847,0.005278954871059484,0.005846908011436414,-0.00046304663138815524,-0.08128955510327543,0.10010588725070522
Fgfr3,T10,0.6nM,0.0056374427114037,0.004814216483614099,0.006010375947094743,0.005659025601382635,0.004592298382325654,0.005760063616425782,0.04383554757331229,-0.06587557765888398,0.07831012757351662
Fgfr3,T10,3.5nM,0.005496954843715884,0.004591273351348882,0.005858286310144051,0.005659025601382635,0.0046031361544966705,0.005767592617394441,-0.03562334989336137,-0.08620438253070883,0.023007827547073076
Fgfr3,T13,0.6nM,0.005372520368630257,0.004675399206574177,0.005743134625791178,0.005362767285837799,0.004548338531024281,0.005984606536068528,0.017961463039036056,-0.031190428751486428,0.03607857205662764
Fgfr3,T13,3.5nM,0.005504008578943013,0.004718508782813024,0.006201147513471145,0.005362767285837799,0.004548338531024281,0.005984606536068528,0.012824581140813833,-0.08255374448244789,0.09942153567468774
Fgfr3,T7,0.6nM,0.00553410761084204,0.005059150386202645,0.00577956963903423,0.005187369064757459,0.004917726948071742,0.005693807368483948,0.057983205513040065,0.0009697811536267511,0.1071642971610105
Fgfr3,T7,3.5nM,0.005306489871359421,0.004879129913361957,0.005736199596468485,0.005187369064757459,0.0048908629527065475,0.005693807368483948,0.015377624285248394,-0.07320434871942531,0.09955265531780927
Fkbp1a,T10,0.6nM,0.005426808326286758,0.004921985507529149,0.0058432755493857715,0.005600374695299449,0.00476735761553853,0.005939475282404056,0.01280123384203654,-0.04698462787678366,0.08622565780582331
Fkbp1a,T10,3.5nM,0.005730222405817239,0.005163268032194947,0.0061502572198240185,0.005600374695299449,0.00476735761553853,0.005939475282404056,0.04972029709853157,0.021815608911097965,0.17416348303016763
Fkbp1a,T13,0.6nM,0.00565434989928822,0.005006377059145337,0.006236731831687943,0.005767833041412015,0.0046335719847070975,0.005990008469951515,0.06202049827730118,-0.019599585256767835,0.1609057110084933
Fkbp1a,T13,3.5nM,0.005919701114614562,0.004856145167223301,0.006382963290603635,0.005767833041412015,0.0046335719847070975,0.005990008469951515,0.08615579228256931,0.006165433281500904,0.251188327068678
Fkbp1a,T7,0.6nM,0.005611122112823641,0.005157437758984544,0.005768183295758137,0.0055042380648917776,0.0050240908636461495,0.005846447752416951,0.02028231939081977,-0.022679332134321523,0.07791747628266008
Fkbp1a,T7,3.5nM,0.005577431343786617,0.005016625721220077,0.0058725152694396035,0.0055042380648917776,0.0050240908636461495,0.005846447752416951,0.04228210353609324,-0.06618017483419558,0.09766922210283834
Fkbp3,T10,0.6nM,0.005334568766681265,0.00501258971190435,0.0055537423375937416,0.0053261643211632015,0.00508319367834668,0.0058758302988259434,0.031159866563691678,-0.1812363592904628,0.0842932084820906
Fkbp3,T10,3.5nM,0.005136961832798215,0.004997639503461834,0.005428723001853872,0.0053261643211632015,0.00508319367834668,0.005806149768538243,-0.02526940744902869,-0.13443774318483726,0.028591445434222276
Fkbp3,T13,0.6nM,0.0050690402715516565,0.004955485506610689,0.005246569804973577,0.005202765885966995,0.004881072982327381,0.005690913639245917,-0.018805119610952943,-0.1811125781345828,0.05354024232134505
Fkbp3,T13,3.5nM,0.005070942675197122,0.004883001816335683,0.005438553868321405,0.005202765885966995,0.004876312115145538,0.005796439296335255,0.00271367165068832,-0.1055495385577464,0.0928832438704738
Fkbp3,T7,0.6nM,0.005410411470541384,0.00510654847373517,0.0054937906468510555,0.00517184915324238,0.004953942537280087,0.005424839646164404,0.020334689025840482,-0.05985840444766669,0.0991802871562939
Fkbp3,T7,3.5nM,0.005267012618980089,0.004879922712782058,0.005476605859332034,0.00517184915324238,0.004953942537280087,0.005424839646164404,-0.016679617990256607,-0.0899027492979989,0.08210422248097468
Fkbp4,T10,0.6nM,0.005186824262272757,0.004989598064426469,0.0055474220987575895,0.005360633681024387,0.005092080260918244,0.005580718843792006,-0.03183940703772235,-0.062379595312807144,0.011382917943856877
Fkbp4,T10,3.5nM,0.005247478475149012,0.005052189809186059,0.005441717779947732,0.005360633681024387,0.005092080260918244,0.005580718843792006,-0.03582528104860471,-0.07472889178178092,0.10756027638710572
Fkbp4,T13,0.6nM,0.005477480142148959,0.00508600553473345,0.005654392345941287,0.005256685787784127,0.004864524225983622,0.0055081639078910175,0.08135604570523716,-0.061396009883341,0.11719164458500662
Fkbp4,T13,3.5nM,0.005159966745520875,0.005029871072957624,0.005353236383203195,0.005256685787784127,0.004864524225983622,0.005338142782456518,-0.01159963272711513,-0.053986255859920555,0.08523684106801034
Fkbp4,T7,0.6nM,0.005317974212487363,0.005100756277271234,0.005735864382195625,0.005256544070039543,0.005186862618633487,0.005406600786884928,0.012731149644597279,-0.05814637823831903,0.06107531084148957
Fkbp4,T7,3.5nM,0.005267802496421864,0.004992411630183519,0.005485667584282849,0.005256544070039543,0.005186862618633487,0.005406600786884928,0.008797583433022702,-0.05291912616573153,0.036115288887440825
Fkbp5,T10,0.6nM,0.00541447533831543,0.004946070580890339,0.006337698942929301,0.005230366852858456,0.004808567078587551,0.005760050957583292,0.05252602414224909,-0.07549539776811776,0.13326122884173602
Fkbp5,T10,3.5nM,0.005326690132903338,0.005018565823588214,0.005800175631290178,0.005230366852858456,0.004808567078587551,0.005778395520469596,0.009529394237823702,-0.04760445794901522,0.11213873608573496
Fkbp5,T13,0.6nM,0.005192760709704249,0.004872220521954359,0.005831777181292607,0.005258625798308464,0.004695483643981486,0.006237806294955087,-0.013133692853812383,-0.034038105513863944,0.03723162779290426
Fkbp5,T13,3.5nM,0.005290773843131837,0.0049549629935464815,0.005796228450932244,0.005258625798308464,0.004695483643981486,0.006237806294955087,0.0031482769569140838,-0.11316583798811958,0.07856364105702253
Fkbp5,T7,0.6nM,0.005237862337515556,0.005029147885218655,0.0056522839291292285,0.005340316207313605,0.0049873744960857395,0.00551526224762954,-0.009653799777619269,-0.058344050405661436,0.06310073776535695
Fkbp5,T7,3.5nM,0.005383748730984304,0.0049228505742426295,0.005710375719458184,0.005340316207313605,0.0049873744960857395,0.005618552843091394,0.026223608423793152,-0.08017950303772015,0.08505601949971428
Flt3,T10,0.6nM,0.005508268488506464,0.004920331056688289,0.005632567640621937,0.0054405228737610485,0.005144925337029049,0.0057255369901437975,-0.03733116135285909,-0.06944463786774595,0.050711521058169624
Flt3,T10,3.5nM,0.0054494566233624295,0.005049893567624733,0.005692178931167921,0.0054405228737610485,0.005144925337029049,0.0057255369901437975,-0.0014311829487372095,-0.05332036612139259,0.05204721372555858
Flt3,T13,0.6nM,0.0057355616460581646,0.0051009573231262295,0.0058904673261688245,0.0055063028805695,0.0051466698797806975,0.005840117296469929,0.020955471983906484,-0.019850102157608317,0.048361501847785336
Flt3,T13,3.5nM,0.005307130552742437,0.004914290213366774,0.005448637949624944,0.0055063028805695,0.004961470809283035,0.005840117296469929,-0.06369966066807352,-0.07939964233852956,-0.009607874848335194
Flt3,T7,0.6nM,0.005568082136244747,0.005260293325686494,0.005678186041034341,0.005592001211181108,0.005349754957223904,0.0056552239557069225,0.010374385406177898,-0.04453231061223616,0.047798776992306516
Flt3,T7,3.5nM,0.005469017902403768,0.0051561199357607985,0.005530245863366072,0.005592001211181108,0.005307979321469852,0.005666714329545165,-0.01931236752846748,-0.05483702803845948,0.021004337861006844
Fosl1,T10,0.6nM,0.005321944510832106,0.005039314966220636,0.005698486119853994,0.0053601073257437785,0.004976497044712865,0.005652301923665849,0.025177935927521253,-0.038141895598736396,0.08621579722803376
Fosl1,T10,3.5nM,0.005238864993597577,0.004764465667741473,0.005579475752694621,0.0053601073257437785,0.004976497044712865,0.005675216735035918,-0.06647659219409702,-0.12873061376418787,0.09377980825396035
Fosl1,T13,0.6nM,0.005272969254113618,0.0048270074430619946,0.005749269680620022,0.005510532677302877,0.0050095310926455625,0.00577380774320293,-0.02566954570807045,-0.08139246946981998,0.009973331834950666
Fosl1,T13,3.5nM,0.005152135226132049,0.004563030388851658,0.005588253176795426,0.005510532677302877,0.0050095310926455625,0.005819063482780401,-0.11379977742351949,-0.20687932960976513,0.023283265490188856
Fosl1,T7,0.6nM,0.005276789841076368,0.005080521376847839,0.005697575218291144,0.005448414594232166,0.005227348009966661,0.005646664282731649,-0.040464906718608695,-0.07108750583028443,0.007290397500563121
Fosl1,T7,3.5nM,0.00528212803955907,0.005065387778368037,0.0057533603247013135,0.005448414594232166,0.005227348009966661,0.005646995614154022,-0.04501081738337928,-0.11105708265278405,0.004162491933921494
Gapdh,T10,0.6nM,0.005362782494193034,0.005049638854056794,0.0055528270482630565,0.005312206363593478,0.005165487226982299,0.005524579161295395,-0.001115099726777269,-0.10934579463001767,0.037779683447289304
Gapdh,T10,3.5nM,0.005331152887147177,0.0050336848509300435,0.005661079256627568,0.005312206363593478,0.005135366880365188,0.005524579161295395,-0.02410167143884891,-0.07006041158875827,0.06846920828206893
Gapdh,T13,0.6nM,0.005325547674560309,0.004990747187231642,0.005510112862928978,0.005256925265261288,0.004898124322180917,0.005704459231948045,-0.034022878392731104,-0.05715374468693686,0.03667214257070486
Gapdh,T13,3.5nM,0.005492820507333155,0.0050956266035231896,0.005658121567608361,0.005256925265261288,0.004987822445029617,0.005747618207381205,0.048039293912960385,-0.0032813364355550917,0.0963653131269677
Gapdh,T7,0.6nM,0.0052667371421628965,0.005050055430924268,0.005621571016985,0.005316438178281174,0.0050341240233896314,0.005760306975422396,-0.026569822385512743,-0.08004118049767123,0.02282673155314247
Gapdh,T7,3.5nM,0.005288885264305628,0.005090256764639431,0.005662835997888835,0.005316438178281174,0.0050341240233896314,0.005760306975422396,0.004391529011385136,-0.08458680472204873,0.04570363745449166
Gata4,T10,0.6nM,0.005165574093124344,0.004976824372473079,0.005860040691879013,0.00546605046837143,0.004788882241332196,0.005632504908001754,-0.005360806153801682,-0.15480914529986312,0.12792987798618746
Gata4,T10,3.5nM,0.0053607138507977305,0.005093948195172197,0.005580900974041723,0.00546605046837143,0.00474052475383758,0.005637042847723669,0.004362737896736316,-0.0767122745309583,0.18190326070396498
Gata4,T13,0.6nM,0.0054068960539925635,0.004883579374729573,0.005661778990134218,0.0054395401567930496,0.004784227812018628,0.00582055204547837,-0.008216818077827266,-0.10739074229443553,0.09827483390455959
Gata4,T13,3.5nM,0.005449981741918112,0.005119324254568941,0.005630207797984124,0.0054395401567930496,0.004770881504140885,0.005758338772841544,0.010996536982262713,-0.09600834091606851,0.16935463568057954
Gata4,T7,0.6nM,0.005656740808009857,0.004941216652912873,0.005934623881913724,0.005407275220844449,0.004871613273883742,0.005525975647661485,0.051544264521155465,-0.00459672039766617,0.1250143101326795
Gata4,T7,3.5nM,0.005276918212744061,0.005072148590266381,0.005562785618183836,0.005407275220844449,0.00496384936893266,0.005523593157532541,0.014371021587406316,-0.061326427916019326,0.09360771551647601
Gata6,T10,0.6nM,0.005360213025099534,0.005236147564376844,0.005632713158116896,0.005493357745016907,0.005135718283480763,0.005822837945457288,-0.018968806387750455,-0.16387978549231236,0.08812065814900266
Gata6,T10,3.5nM,0.005441786462209785,0.0050336275970891756,0.005788350360920232,0.005493357745016907,0.005144678658028325,0.005813940624550261,-0.011231270719952818,-0.1349384322774354,0.07368633092485251
Gata6,T13,0.6nM,0.005463640315874752,0.00500338029208409,0.005576155686953503,0.005632173014710499,0.005268188415143238,0.005824050782142978,-0.07533082983597987,-0.1155423480676043,-0.00675698075249841
Gata6,T13,3.5nM,0.005545896767373396,0.005030963903313185,0.005615732945588854,0.005632173014710499,0.005268188415143238,0.0058244700465938685,-0.05079523559293177,-0.14317537087203788,0.10293955751683255
Gata6,T7,0.6nM,0.005443091478473714,0.005210644274898974,0.005728786126440762,0.005474323610601855,0.005258860456846886,0.005757802316851349,0.011185351731653165,-0.03973000686719741,0.061474703594551955
Gata6,T7,3.5nM,0.005515707776037226,0.005347443817731331,0.005615585698696825,0.005474323610601855,0.005259092005429777,0.005757802316851349,0.013576271727452762,-0.07867149247299705,0.05938621261171569
Gpx4,T10,0.6nM,0.0053771236467702,0.005087411734754778,0.005585552496053471,0.005206549114492162,0.005072338931884506,0.005869323935524447,-0.007614435274117358,-0.05183895933290701,0.05100972596831395
Gpx4,T10,3.5nM,0.00525741322336212,0.005142012349420536,0.006054965835664071,0.005206549114492162,0.0050208523893547465,0.005755862768013941,0.015668090042485837,-0.0037146709142489,0.08720930344633308
Gpx4,T13,0.6nM,0.005434425574572653,0.004745057962858923,0.0058286957633800944,0.005082269872089337,0.004788806268430836,0.005557232571532895,0.06613440575630261,-0.04174511052508114,0.11192794175690635
Gpx4,T13,3.5nM,0.005414219908012387,0.005068720351979009,0.005961487230938168,0.005082269872089337,0.004788806268430836,0.005557232571532895,0.07775968809860007,0.03248741501438627,0.15549852975204836
Gpx4,T7,0.6nM,0.005494006635742398,0.005001872160556463,0.005921651158692163,0.005340429444919838,0.005122547480509033,0.005493403835118433,0.05968294642350007,-0.05465752407712247,0.10414187465108737
Gpx4,T7,3.5nM,0.0053111928670764395,0.004992064498639096,0.005886834808147945,0.005340429444919838,0.0051353497478250545,0.005537812555871437,0.005004775206911021,-0.1228231632880063,0.09796896527893323
Hdac1,T10,0.6nM,0.005161819501811729,0.00485627775613129,0.005634257836191428,0.005530789224133957,0.004689615457608261,0.005811768776657554,-0.023869128216262407,-0.10746445368241232,0.02128160901948
Hdac1,T10,3.5nM,0.0054312729062688594,0.004547265855639042,0.005840049729971431,0.005530789224133957,0.004689615457608261,0.005812396264965926,0.01553078074844214,-0.14424005587678482,0.08355905696521927
Hdac1,T13,0.6nM,0.005231868779095055,0.004722773982670322,0.005795149505921988,0.00548556680883767,0.004711778586249911,0.0057137498385153185,-0.009125057670506836,-0.07164681499509896,0.054111861079926285
Hdac1,T13,3.5nM,0.0054559027301229945,0.00440443732391216,0.005768188311546818,0.00548556680883767,0.004714973779817536,0.005715452175119909,-0.02364405493612928,-0.10625612237322783,0.011660906051784494
Hdac1,T7,0.6nM,0.005462639580762967,0.004757661062588694,0.005775499662910412,0.00533890851665051,0.004979797565619169,0.0056578874226416815,-0.006123298550203972,-0.07780846230000202,0.06732453178859577
Hdac1,T7,3.5nM,0.005323569892466263,0.0049331901433036715,0.0056904444750106465,0.00533890851665051,0.005044835102301937,0.005654224900595087,-0.0128033327288213,-0.06507347339003733,0.03469696187905199
Hdac2,T10,0.6nM,0.005074455376805778,0.004929487298852766,0.005448433663016469,0.0054573122155120585,0.005085205103412775,0.005780497237321201,-0.05025749924681977,-0.1396958813718858,-0.0055066416852381905
Hdac2,T10,3.5nM,0.005058353735406339,0.004903455658691421,0.005474063953667727,0.0054573122155120585,0.005083620054909015,0.005629425118145094,-0.07318113641906432,-0.14576799666964552,-0.015027259202844395
Hdac2,T13,0.6nM,0.005224238735226913,0.0048991705956446295,0.00565293202508072,0.0052830899739462625,0.005015730611468285,0.00609729762439555,-0.08612301998952514,-0.11067216113056204,0.047076287276545926
Hdac2,T13,3.5nM,0.0049594120618772315,0.0047624248169784176,0.005414864092739874,0.0052830899739462625,0.005015730611468285,0.00609729762439555,-0.05013487489239356,-0.21944154572677502,0.00294654015633445
