Sample_Description,Target_Gene,shRNA_ID,Day_Tx,Tx,Dox,Read_Counts,RTN
T10_Dox_Vehicle,Vhl,Vhl_07,6,Vehicle,Y,2326,0.004029952631597185
T10_Dox_Vehicle,Vhl,Vhl_08,6,Vehicle,Y,2971,0.005147458842852638
T10_Dox_Vehicle,Vhl,Vhl_09,6,Vehicle,Y,5445,0.009433831504319291
T10_Dox_Vehicle,Vhl,Vhl_10,6,Vehicle,Y,3204,0.005551147133120112
T10_Dox_Vehicle,Vtcn1,Vtcn1_01,6,Vehicle,Y,1523,0.0026387007127783805
T10_Dox_Vehicle,Vtcn1,Vtcn1_02,6,Vehicle,Y,4008,0.006944131619708305
T10_Dox_Vehicle,Vtcn1,Vtcn1_03,6,Vehicle,Y,3095,0.005362297246256787
T10_Dox_Vehicle,Vtcn1,Vtcn1_04,6,Vehicle,Y,2631,0.004558385801260616
T10_Dox_Vehicle,Vtcn1,Vtcn1_05,6,Vehicle,Y,1427,0.0024723742069171035
T10_Dox_Vehicle,Vtcn1,Vtcn1_06,6,Vehicle,Y,4519,0.007829473749865727
T10_Dox_Vehicle,Vtcn1,Vtcn1_07,6,Vehicle,Y,3158,0.00547144901572825
T10_Dox_Vehicle,Vtcn1,Vtcn1_08,6,Vehicle,Y,2073,0.003591612985941945
T10_Dox_Vehicle,Vtcn1,Vtcn1_09,6,Vehicle,Y,3824,0.006625339150140858
T10_Dox_Vehicle,Vtcn1,Vtcn1_10,6,Vehicle,Y,4524,0.007838136588712668
T10_Dox_Vehicle,Wee1,Wee1_01,6,Vehicle,Y,1512,0.002619642467315109
T10_Dox_Vehicle,Wee1,Wee1_02,6,Vehicle,Y,4083,0.007074074202412428
T10_Dox_Vehicle,Wee1,Wee1_03,6,Vehicle,Y,1431,0.0024793044779946568
T10_Dox_Vehicle,Wee1,Wee1_04,6,Vehicle,Y,3615,0.006263232486338703
T10_Dox_Vehicle,Wee1,Wee1_05,6,Vehicle,Y,2650,0.004591304588878994
T10_Dox_Vehicle,Wee1,Wee1_06,6,Vehicle,Y,3187,0.005521693481040511
T10_Dox_Vehicle,Wee1,Wee1_07,6,Vehicle,Y,937,0.0016234159999168368
T10_Dox_Vehicle,Wee1,Wee1_08,6,Vehicle,Y,939,0.0016268811354556132
T10_Dox_Vehicle,Wee1,Wee1_09,6,Vehicle,Y,3644,0.006313476951650964
T10_Dox_Vehicle,Wee1,Wee1_10,6,Vehicle,Y,3795,0.006575094684828597
T10_Dox_Vehicle,Wwtr1,Wwtr1_01,6,Vehicle,Y,294,0.0005093749242001601
T10_Dox_Vehicle,Wwtr1,Wwtr1_02,6,Vehicle,Y,1875,0.003248564567603062
T10_Dox_Vehicle,Wwtr1,Wwtr1_03,6,Vehicle,Y,3195,0.005535554023195617
T10_Dox_Vehicle,Wwtr1,Wwtr1_04,6,Vehicle,Y,2541,0.00440245470201567
T10_Dox_Vehicle,Wwtr1,Wwtr1_05,6,Vehicle,Y,1381,0.0023926760895252417
T10_Dox_Vehicle,Wwtr1,Wwtr1_06,6,Vehicle,Y,3226,0.005589263624046654
T10_Dox_Vehicle,Wwtr1,Wwtr1_07,6,Vehicle,Y,1407,0.0024377228515293377
T10_Dox_Vehicle,Wwtr1,Wwtr1_08,6,Vehicle,Y,766,0.0013271469113514374
T10_Dox_Vehicle,Wwtr1,Wwtr1_09,6,Vehicle,Y,2491,0.004315826313546254
T10_Dox_Vehicle,Wwtr1,Wwtr1_10,6,Vehicle,Y,2417,0.00418761629861152
T10_Dox_Vehicle,Yap1,Yap1_01,6,Vehicle,Y,1148,0.001988987799257768
T10_Dox_Vehicle,Yap1,Yap1_02,6,Vehicle,Y,2617,0.00453412985248918
T10_Dox_Vehicle,Yap1,Yap1_03,6,Vehicle,Y,2347,0.004066336554754339
T10_Dox_Vehicle,Yap1,Yap1_04,6,Vehicle,Y,2941,0.005095481809770989
T10_Dox_Vehicle,Yap1,Yap1_05,6,Vehicle,Y,2849,0.004936085574987266
T10_Dox_Vehicle,Yap1,Yap1_06,6,Vehicle,Y,2519,0.004364338211089127
T10_Dox_Vehicle,Yap1,Yap1_07,6,Vehicle,Y,2567,0.004447501464019765
T10_Dox_Vehicle,Yap1,Yap1_08,6,Vehicle,Y,1740,0.0030146679187356413
T10_Dox_Vehicle,Yap1,Yap1_09,6,Vehicle,Y,1052,0.0018226612933964913
T10_Dox_Vehicle,Yap1,Yap1_10,6,Vehicle,Y,2287,0.003962382488591041
T10_Dox_Vehicle,Ywhaz,Ywhaz_01,6,Vehicle,Y,1736,0.003007737647658088
T10_Dox_Vehicle,Ywhaz,Ywhaz_02,6,Vehicle,Y,2050,0.0035517639272460142
T10_Dox_Vehicle,Ywhaz,Ywhaz_03,6,Vehicle,Y,1305,0.002261000939051731
T10_Dox_Vehicle,Ywhaz,Ywhaz_04,6,Vehicle,Y,1520,0.0026335030094702156
T10_Dox_Vehicle,Ywhaz,Ywhaz_05,6,Vehicle,Y,2157,0.003737148678570562
T10_Dox_Vehicle,Ywhaz,Ywhaz_06,6,Vehicle,Y,1256,0.0021761051183517045
T10_Dox_Vehicle,Ywhaz,Ywhaz_07,6,Vehicle,Y,1600,0.0027721084310212796
T10_Dox_Vehicle,Ywhaz,Ywhaz_08,6,Vehicle,Y,4042,0.007003038923867507
T10_Dox_Vehicle,Ywhaz,Ywhaz_09,6,Vehicle,Y,1631,0.0028258180318723168
T10_Dox_Vehicle,Ywhaz,Ywhaz_10,6,Vehicle,Y,1556,0.0026958754491681943
T10_Dox_Vehicle,Zeb1,Zeb1_01,6,Vehicle,Y,2397,0.004152964943223755
T10_Dox_Vehicle,Zeb1,Zeb1_02,6,Vehicle,Y,2220,0.0038463004480420253
T10_Dox_Vehicle,Zeb1,Zeb1_03,6,Vehicle,Y,4382,0.007592111965459529
T10_Dox_Vehicle,Zeb1,Zeb1_04,6,Vehicle,Y,2565,0.004444036328480988
T10_Dox_Vehicle,Zeb1,Zeb1_05,6,Vehicle,Y,2105,0.003647055154562371
T10_Dox_Vehicle,Zeb1,Zeb1_06,6,Vehicle,Y,1347,0.0023337687853660395
T10_Dox_Vehicle,Zeb1,Zeb1_07,6,Vehicle,Y,1960,0.003395832828001067
T10_Dox_Vehicle,Zeb1,Zeb1_08,6,Vehicle,Y,1628,0.002820620328564152
T10_Dox_Vehicle,Zeb1,Zeb1_09,6,Vehicle,Y,3509,0.006079580302783543
T10_Dox_Vehicle,Zeb1,Zeb1_10,6,Vehicle,Y,1123,0.0019456736050230605
T13_Dox_0.6nM,Abcb1,Abcb1_01,9,Low,Y,1837,0.0029634624598512947
T13_Dox_0.6nM,Abcb1,Abcb1_02,9,Low,Y,1912,0.003084453033878974
T13_Dox_0.6nM,Abcb1,Abcb1_03,9,Low,Y,1535,0.002476273748433172
T13_Dox_0.6nM,Abcb1,Abcb1_04,9,Low,Y,3624,0.005846264537017469
T13_Dox_0.6nM,Abcb1,Abcb1_05,9,Low,Y,3728,0.006014038133002518
T13_Dox_0.6nM,Abcb1,Abcb1_06,9,Low,Y,3071,0.0049541607045200465
T13_Dox_0.6nM,Abcb1,Abcb1_07,9,Low,Y,1225,0.0019761793757854303
T13_Dox_0.6nM,Abcb1,Abcb1_08,9,Low,Y,1922,0.003100585110415998
T13_Dox_0.6nM,Abcb1,Abcb1_09,9,Low,Y,1799,0.002902160569010604
T13_Dox_0.6nM,Abcb1,Abcb1_10,9,Low,Y,998,0.0016099812383949875
T13_Dox_0.6nM,Akt1,Akt1_01,9,Low,Y,1021,0.0016470850144301424
T13_Dox_0.6nM,Akt1,Akt1_02,9,Low,Y,3752,0.006052755116691375
T13_Dox_0.6nM,Akt1,Akt1_03,9,Low,Y,1056,0.0017035472823097263
T13_Dox_0.6nM,Akt1,Akt1_04,9,Low,Y,5308,0.008562906225852297
T13_Dox_0.6nM,Akt1,Akt1_05,9,Low,Y,4763,0.007683708054584494
T13_Dox_0.6nM,Akt1,Akt1_06,9,Low,Y,4222,0.0068109627139315
T13_Dox_0.6nM,Akt1,Akt1_07,9,Low,Y,5551,0.008954915685701979
T13_Dox_0.6nM,Akt1,Akt1_08,9,Low,Y,1645,0.0026537265903404353
T13_Dox_0.6nM,Akt1,Akt1_09,9,Low,Y,882,0.00142284915056551
T13_Dox_0.6nM,Akt1,Akt1_10,9,Low,Y,1658,0.0026746982898385664
T13_Dox_0.6nM,Akt2,Akt2_01,9,Low,Y,1983,0.003198990777291844
T13_Dox_0.6nM,Akt2,Akt2_02,9,Low,Y,2786,0.004494396523214865
T13_Dox_0.6nM,Akt2,Akt2_03,9,Low,Y,1776,0.0028650567929754487
T13_Dox_0.6nM,Akt2,Akt2_04,9,Low,Y,2043,0.0032957832365139873
T13_Dox_0.6nM,Akt2,Akt2_05,9,Low,Y,1196,0.0019293963538280611
T13_Dox_0.6nM,Akt2,Akt2_06,9,Low,Y,1002,0.001616434069009797
T13_Dox_0.6nM,Akt2,Akt2_07,9,Low,Y,2944,0.004749283332499843
T13_Dox_0.6nM,Akt2,Akt2_08,9,Low,Y,2557,0.004124971970517017
T13_Dox_0.6nM,Akt2,Akt2_09,9,Low,Y,2853,0.004602481436012925
T13_Dox_0.6nM,Akt2,Akt2_10,9,Low,Y,1728,0.002787622825597734
T13_Dox_0.6nM,Apc,Apc_01,9,Low,Y,2785,0.0044927833155611625
T13_Dox_0.6nM,Apc,Apc_02,9,Low,Y,2442,0.003939453090341242
T13_Dox_0.6nM,Apc,Apc_03,9,Low,Y,1549,0.0024988586555850056
T13_Dox_0.6nM,Apc,Apc_04,9,Low,Y,1295,0.0020891039115445978
T13_Dox_0.6nM,Apc,Apc_05,9,Low,Y,2415,0.0038958964836912774
T13_Dox_0.6nM,Apc,Apc_06,9,Low,Y,3354,0.005410698470517824
T13_Dox_0.6nM,Apc,Apc_07,9,Low,Y,1144,0.0018455095558355366
T13_Dox_0.6nM,Apc,Apc_08,9,Low,Y,2311,0.0037281228877062283
T13_Dox_0.6nM,Apc,Apc_09,9,Low,Y,1645,0.0026537265903404353
T13_Dox_0.6nM,Apc,Apc_10,9,Low,Y,3200,0.005162264491847655
T13_Dox_0.6nM,Araf,Araf_01,9,Low,Y,3076,0.004962226742788558
T13_Dox_0.6nM,Araf,Araf_02,9,Low,Y,1098,0.0017713020037652266
T13_Dox_0.6nM,Araf,Araf_03,9,Low,Y,1266,0.0020423208895872283
T13_Dox_0.6nM,Araf,Araf_04,9,Low,Y,2285,0.003686179488709966
T13_Dox_0.6nM,Araf,Araf_05,9,Low,Y,3392,0.005472000361358515
T13_Dox_0.6nM,Araf,Araf_06,9,Low,Y,1664,0.0026843775357607807
T13_Dox_0.6nM,Araf,Araf_07,9,Low,Y,1464,0.002361736005020302
T13_Dox_0.6nM,Araf,Araf_08,9,Low,Y,1535,0.002476273748433172
T13_Dox_0.6nM,Araf,Araf_09,9,Low,Y,2501,0.004034632341909683
T13_Dox_0.6nM,Araf,Araf_10,9,Low,Y,2665,0.004299198397116876
T13_Dox_0.6nM,Arid1a,Arid1a_01,9,Low,Y,3175,0.0051219343005050955
T13_Dox_0.6nM,Arid1a,Arid1a_02,9,Low,Y,4229,0.006822255167507417
T13_Dox_0.6nM,Arid1a,Arid1a_03,9,Low,Y,2676,0.004316943681307602
T13_Dox_0.6nM,Arid1a,Arid1a_04,9,Low,Y,3223,0.00519936826788281
T13_Dox_0.6nM,Arid1a,Arid1a_05,9,Low,Y,418,0.0006743207992475999
T13_Dox_0.6nM,Arid1a,Arid1a_06,9,Low,Y,958,0.0015454529322468918
T13_Dox_0.6nM,Arid1a,Arid1a_07,9,Low,Y,3123,0.005038047502512571
T13_Dox_0.6nM,Arid1a,Arid1a_08,9,Low,Y,2135,0.0034441983406546073
T13_Dox_0.6nM,Arid1a,Arid1a_09,9,Low,Y,1470,0.0023714152509425167
T13_Dox_0.6nM,Arid1a,Arid1a_10,9,Low,Y,1706,0.0027521322572162813
T13_Dox_0.6nM,Arid1b,Arid1b_01,9,Low,Y,2141,0.0034538775865768216
T13_Dox_0.6nM,Arid1b,Arid1b_02,9,Low,Y,2977,0.004802519185072022
T13_Dox_0.6nM,Arid1b,Arid1b_03,9,Low,Y,1364,0.002200415239650063
T13_Dox_0.6nM,Arid1b,Arid1b_04,9,Low,Y,2123,0.0034248398488101787
T13_Dox_0.6nM,Arid1b,Arid1b_05,9,Low,Y,2038,0.0032877171982454755
T13_Dox_0.6nM,Arid1b,Arid1b_06,9,Low,Y,4287,0.006915821211422156
T13_Dox_0.6nM,Arid1b,Arid1b_07,9,Low,Y,2035,0.0032828775752843683
T13_Dox_0.6nM,Arid1b,Arid1b_08,9,Low,Y,2336,0.003768453079048788
T13_Dox_0.6nM,Arid1b,Arid1b_09,9,Low,Y,4232,0.006827094790468524
T13_Dox_0.6nM,Arid1b,Arid1b_10,9,Low,Y,1632,0.002632754890842304
T13_Dox_0.6nM,Ascl1,Ascl1_01,9,Low,Y,4582,0.007391717469264361
T13_Dox_0.6nM,Ascl1,Ascl1_02,9,Low,Y,1909,0.0030796134109178667
T13_Dox_0.6nM,Ascl1,Ascl1_03,9,Low,Y,1644,0.0026521133826867328
T13_Dox_0.6nM,Ascl1,Ascl1_04,9,Low,Y,2292,0.003697471942285883
T13_Dox_0.6nM,Ascl1,Ascl1_05,9,Low,Y,1733,0.0027956888638662456
T13_Dox_0.6nM,Ascl1,Ascl1_06,9,Low,Y,1258,0.0020294152283576094
T13_Dox_0.6nM,Ascl1,Ascl1_07,9,Low,Y,1937,0.0031247832252215336
T13_Dox_0.6nM,Ascl1,Ascl1_08,9,Low,Y,535,0.0008630660947307799
T13_Dox_0.6nM,Ascl1,Ascl1_09,9,Low,Y,1974,0.0031844719084085224
T13_Dox_0.6nM,Ascl1,Ascl1_10,9,Low,Y,2756,0.004446000293603793
T13_Dox_0.6nM,Atm,Atm_01,9,Low,Y,1659,0.0026763114974922685
T13_Dox_0.6nM,Atm,Atm_02,9,Low,Y,2025,0.0032667454987473444
T13_Dox_0.6nM,Atm,Atm_03,9,Low,Y,1698,0.002739226595986662
T13_Dox_0.6nM,Atm,Atm_04,9,Low,Y,4108,0.0066270570414094275
T13_Dox_0.6nM,Atm,Atm_05,9,Low,Y,3030,0.004888019190718249
T13_Dox_0.6nM,Atm,Atm_06,9,Low,Y,1246,0.002010056736513181
T13_Dox_0.6nM,Atm,Atm_07,9,Low,Y,2060,0.003323207766626928
T13_Dox_0.6nM,Atm,Atm_08,9,Low,Y,865,0.0013954246204525692
T13_Dox_0.6nM,Atm,Atm_09,9,Low,Y,3828,0.006175358898372758
T13_Dox_0.6nM,Atm,Atm_10,9,Low,Y,4611,0.007438500491221731
T13_Dox_0.6nM,Atr,Atr_01,9,Low,Y,873,0.0014083302816821884
T13_Dox_0.6nM,Atr,Atr_02,9,Low,Y,1137,0.00183421710225962
T13_Dox_0.6nM,Atr,Atr_03,9,Low,Y,4693,0.007570783518825327
T13_Dox_0.6nM,Atr,Atr_04,9,Low,Y,4157,0.0067061042164408445
T13_Dox_0.6nM,Atr,Atr_05,9,Low,Y,619,0.0009985755376417807
T13_Dox_0.6nM,Atr,Atr_06,9,Low,Y,1356,0.0021875095784204437
T13_Dox_0.6nM,Atr,Atr_07,9,Low,Y,5639,0.009096877959227789
T13_Dox_0.6nM,Atr,Atr_08,9,Low,Y,2515,0.004057217249061516
T13_Dox_0.6nM,Atr,Atr_09,9,Low,Y,2001,0.0032280285150584867
T13_Dox_0.6nM,Atr,Atr_10,9,Low,Y,3477,0.005609123011923217
T13_Dox_0.6nM,Aurka,Aurka_01,9,Low,Y,1563,0.002521443562736839
T13_Dox_0.6nM,Aurka,Aurka_02,9,Low,Y,1356,0.0021875095784204437
T13_Dox_0.6nM,Aurka,Aurka_03,9,Low,Y,4134,0.00666900044040569
T13_Dox_0.6nM,Aurka,Aurka_04,9,Low,Y,2703,0.0043605002879575664
T13_Dox_0.6nM,Aurka,Aurka_05,9,Low,Y,1202,0.0019390755997502754
T13_Dox_0.6nM,Aurka,Aurka_06,9,Low,Y,2542,0.004100773855711481
T13_Dox_0.6nM,Aurka,Aurka_07,9,Low,Y,749,0.0012082925326230918
T13_Dox_0.6nM,Aurka,Aurka_08,9,Low,Y,1428,0.002303660529487016
T13_Dox_0.6nM,Aurka,Aurka_09,9,Low,Y,4027,0.006496387221459533
T13_Dox_0.6nM,Aurka,Aurka_10,9,Low,Y,963,0.0015535189705154038
T13_Dox_0.6nM,Aurkb,Aurkb_01,9,Low,Y,2652,0.0042782266976187444
T13_Dox_0.6nM,Aurkb,Aurkb_02,9,Low,Y,3092,0.004988038065247797
T13_Dox_0.6nM,Aurkb,Aurkb_03,9,Low,Y,1077,0.0017374246430374763
T13_Dox_0.6nM,Aurkb,Aurkb_04,9,Low,Y,1183,0.00190842465432993
T13_Dox_0.6nM,Aurkb,Aurkb_05,9,Low,Y,1247,0.002011669944166883
T13_Dox_0.6nM,Aurkb,Aurkb_06,9,Low,Y,2121,0.003421613433502774
T13_Dox_0.6nM,Aurkb,Aurkb_07,9,Low,Y,2626,0.004236283298622482
T13_Dox_0.6nM,Aurkb,Aurkb_08,9,Low,Y,4502,0.00726266085696817
T13_Dox_0.6nM,Aurkb,Aurkb_09,9,Low,Y,1517,0.002447236010666529
T13_Dox_0.6nM,Aurkb,Aurkb_10,9,Low,Y,3610,0.005823679629865636
T13_Dox_0.6nM,Axin1,Axin1_01,9,Low,Y,3513,0.005667198487456504
T13_Dox_0.6nM,Axin1,Axin1_02,9,Low,Y,1591,0.002566613377040506
T13_Dox_0.6nM,Axin1,Axin1_03,9,Low,Y,2814,0.0045395663375185314
T13_Dox_0.6nM,Axin1,Axin1_04,9,Low,Y,5287,0.008529028865124548
T13_Dox_0.6nM,Axin1,Axin1_05,9,Low,Y,4353,0.007022292916566513
T13_Dox_0.6nM,Axin1,Axin1_06,9,Low,Y,2302,0.003713604018822907
T13_Dox_0.6nM,Axin1,Axin1_07,9,Low,Y,2685,0.0043314625501909235
T13_Dox_0.6nM,Axin1,Axin1_08,9,Low,Y,2894,0.004668622949814723
T13_Dox_0.6nM,Axin1,Axin1_09,9,Low,Y,1346,0.0021713775018834197
T13_Dox_0.6nM,Axin1,Axin1_10,9,Low,Y,1605,0.0025891982841923394
T13_Dox_0.6nM,Axl,Axl_01,9,Low,Y,2488,0.0040136606424115515
T13_Dox_0.6nM,Axl,Axl_02,9,Low,Y,1313,0.002118141649311241
T13_Dox_0.6nM,Axl,Axl_03,9,Low,Y,2119,0.003418387018195369
T13_Dox_0.6nM,Axl,Axl_04,9,Low,Y,2963,0.004779934277920188
T13_Dox_0.6nM,Axl,Axl_05,9,Low,Y,3647,0.0058833683130526246
T13_Dox_0.6nM,Axl,Axl_06,9,Low,Y,2395,0.0038636323306172294
T13_Dox_0.6nM,Axl,Axl_07,9,Low,Y,3006,0.004849302207029391
T13_Dox_0.6nM,Axl,Axl_08,9,Low,Y,819,0.0013212170683822592
T13_Dox_0.6nM,Axl,Axl_09,9,Low,Y,2494,0.004023339888333766
T13_Dox_0.6nM,Axl,Axl_10,9,Low,Y,3482,0.00561718905019173
T13_Dox_0.6nM,B2m,B2m_01,9,Low,Y,1840,0.002968302082812402
T13_Dox_0.6nM,B2m,B2m_02,9,Low,Y,1553,0.0025053114861998153
T13_Dox_0.6nM,B2m,B2m_03,9,Low,Y,4465,0.0072029721737811815
T13_Dox_0.6nM,B2m,B2m_04,9,Low,Y,2102,0.0033909624880824286
T13_Dox_0.6nM,B2m,B2m_05,9,Low,Y,2397,0.003866858745924634
T13_Dox_0.6nM,B2m,B2m_06,9,Low,Y,2166,0.0034942077779193817
T13_Dox_0.6nM,B2m,B2m_07,9,Low,Y,1385,0.002234292600377813
T13_Dox_0.6nM,B2m,B2m_08,9,Low,Y,2414,0.003894283276037575
T13_Dox_0.6nM,B2m,B2m_09,9,Low,Y,1970,0.0031780190777937127
T13_Dox_0.6nM,B2m,B2m_10,9,Low,Y,2069,0.0033377266355102495
T13_Dox_0.6nM,Bcl2,Bcl2_01,9,Low,Y,2161,0.0034861417396508695
T13_Dox_0.6nM,Bcl2,Bcl2_02,9,Low,Y,2684,0.004329849342537221
T13_Dox_0.6nM,Bcl2,Bcl2_03,9,Low,Y,4536,0.007317509917194051
T13_Dox_0.6nM,Bcl2,Bcl2_04,9,Low,Y,2357,0.0038023304397765386
T13_Dox_0.6nM,Bcl2,Bcl2_05,9,Low,Y,3044,0.004910604097870082
T13_Dox_0.6nM,Bcl2,Bcl2_06,9,Low,Y,5091,0.008212840164998878
T13_Dox_0.6nM,Bcl2,Bcl2_07,9,Low,Y,5943,0.009587293085953318
T13_Dox_0.6nM,Bcl2,Bcl2_08,9,Low,Y,3217,0.005189689021960596
T13_Dox_0.6nM,Bcl2,Bcl2_09,9,Low,Y,1615,0.0026053303607293634
T13_Dox_0.6nM,Bcl2,Bcl2_10,9,Low,Y,1658,0.0026746982898385664
T13_Dox_0.6nM,Braf,Braf_01,9,Low,Y,2763,0.0044572927471797094
T13_Dox_0.6nM,Braf,Braf_02,9,Low,Y,1978,0.0031909247390233316
T13_Dox_0.6nM,Braf,Braf_03,9,Low,Y,3235,0.0052187267597272385
T13_Dox_0.6nM,Braf,Braf_04,9,Low,Y,1622,0.00261662281430528
T13_Dox_0.6nM,Braf,Braf_05,9,Low,Y,2577,0.004157236123591064
T13_Dox_0.6nM,Braf,Braf_06,9,Low,Y,2414,0.003894283276037575
T13_Dox_0.6nM,Braf,Braf_07,9,Low,Y,5958,0.009611491200758852
T13_Dox_0.6nM,Braf,Braf_08,9,Low,Y,931,0.0015018963255969272
T13_Dox_0.6nM,Braf,Braf_09,9,Low,Y,4738,0.007643377863241934
T13_Dox_0.6nM,Braf,Braf_10,9,Low,Y,1602,0.0025843586612312322
T13_Dox_0.6nM,Brca1,Brca1_01,9,Low,Y,2275,0.003670047412172942
T13_Dox_0.6nM,Brca1,Brca1_02,9,Low,Y,4683,0.007554651442288303
T13_Dox_0.6nM,Brca1,Brca1_03,9,Low,Y,2391,0.0038571795000024198
T13_Dox_0.6nM,Brca1,Brca1_04,9,Low,Y,525,0.0008469340181937559
T13_Dox_0.6nM,Brca1,Brca1_05,9,Low,Y,786,0.0012679812158100804
T13_Dox_0.6nM,Brca1,Brca1_06,9,Low,Y,1828,0.002948943590967973
T13_Dox_0.6nM,Brca1,Brca1_07,9,Low,Y,1480,0.0023875473274795403
T13_Dox_0.6nM,Brca1,Brca1_08,9,Low,Y,689,0.0011115000734009482
T13_Dox_0.6nM,Brca1,Brca1_09,9,Low,Y,3045,0.004912217305523784
T13_Dox_0.6nM,Brca1,Brca1_10,9,Low,Y,1523,0.0024569152565887434
T13_Dox_0.6nM,Brca2,Brca2_01,9,Low,Y,967,0.0015599718011302132
T13_Dox_0.6nM,Brca2,Brca2_02,9,Low,Y,3357,0.0054155380934789304
T13_Dox_0.6nM,Brca2,Brca2_03,9,Low,Y,1140,0.0018390567252207272
T13_Dox_0.6nM,Brca2,Brca2_04,9,Low,Y,2774,0.004475038031370436
T13_Dox_0.6nM,Brca2,Brca2_05,9,Low,Y,1484,0.00239400015809435
T13_Dox_0.6nM,Brca2,Brca2_06,9,Low,Y,2735,0.004412122932876043
T13_Dox_0.6nM,Brca2,Brca2_07,9,Low,Y,3188,0.005142906000003227
T13_Dox_0.6nM,Brca2,Brca2_08,9,Low,Y,1727,0.0027860096179440313
T13_Dox_0.6nM,Brca2,Brca2_09,9,Low,Y,1576,0.00254241526223497
T13_Dox_0.6nM,Brca2,Brca2_10,9,Low,Y,2704,0.004362113495611269
T13_Dox_0.6nM,Brd2,Brd2_01,9,Low,Y,5157,0.008319311870143236
T13_Dox_0.6nM,Brd2,Brd2_02,9,Low,Y,2135,0.0034441983406546073
T13_Dox_0.6nM,Brd2,Brd2_03,9,Low,Y,1576,0.00254241526223497
T13_Dox_0.6nM,Brd2,Brd2_04,9,Low,Y,4589,0.007403009922840278
T13_Dox_0.6nM,Brd2,Brd2_05,9,Low,Y,1646,0.0026553397979941374
T13_Dox_0.6nM,Brd2,Brd2_06,9,Low,Y,2640,0.004258868205774316
T13_Dox_0.6nM,Brd2,Brd2_07,9,Low,Y,2668,0.004304038020077982
T13_Dox_0.6nM,Brd2,Brd2_08,9,Low,Y,953,0.0015373868939783798
T13_Dox_0.6nM,Brd2,Brd2_09,9,Low,Y,2114,0.003410320979926857
T13_Dox_0.6nM,Brd2,Brd2_10,9,Low,Y,2486,0.004010434227104147
T13_Dox_0.6nM,Brd4,Brd4_01,9,Low,Y,3469,0.005596217350693599
T13_Dox_0.6nM,Brd4,Brd4_02,9,Low,Y,1700,0.002742453011294067
T13_Dox_0.6nM,Brd4,Brd4_03,9,Low,Y,3456,0.005575245651195468
T13_Dox_0.6nM,Brd4,Brd4_04,9,Low,Y,1238,0.0019971510752835615
T13_Dox_0.6nM,Brd4,Brd4_05,9,Low,Y,2218,0.003578094575911906
T13_Dox_0.6nM,Brd4,Brd4_06,9,Low,Y,2228,0.00359422665244893
T13_Dox_0.6nM,Brd4,Brd4_07,9,Low,Y,2942,0.004746056917192438
T13_Dox_0.6nM,Brd4,Brd4_08,9,Low,Y,1644,0.0026521133826867328
T13_Dox_0.6nM,Brd4,Brd4_09,9,Low,Y,2348,0.003787811570893217
T13_Dox_0.6nM,Brd4,Brd4_10,9,Low,Y,2119,0.003418387018195369
T13_Dox_0.6nM,Btk,Btk_01,9,Low,Y,2105,0.0033958021110435358
T13_Dox_0.6nM,Btk,Btk_02,9,Low,Y,3409,0.005499424891471455
T13_Dox_0.6nM,Btk,Btk_03,9,Low,Y,2395,0.0038636323306172294
T13_Dox_0.6nM,Btk,Btk_04,9,Low,Y,2234,0.003603905898371144
T13_Dox_0.6nM,Btk,Btk_05,9,Low,Y,1859,0.0029989530282327473
T13_Dox_0.6nM,Btk,Btk_06,9,Low,Y,2506,0.004042698380178195
T13_Dox_0.6nM,Btk,Btk_07,9,Low,Y,2299,0.0037087643958617997
T13_Dox_0.6nM,Btk,Btk_08,9,Low,Y,2167,0.003495820985573084
T13_Dox_0.6nM,Btk,Btk_09,9,Low,Y,4498,0.007256208026353361
T13_Dox_0.6nM,Btk,Btk_10,9,Low,Y,2285,0.003686179488709966
T13_Dox_0.6nM,Ccna2,Ccna2_01,9,Low,Y,3746,0.006043075870769161
T13_Dox_0.6nM,Ccna2,Ccna2_02,9,Low,Y,2373,0.003828141762235777
T13_Dox_0.6nM,Ccna2,Ccna2_03,9,Low,Y,1931,0.0031151039792993193
T13_Dox_0.6nM,Ccna2,Ccna2_04,9,Low,Y,4759,0.007677255223969685
T13_Dox_0.6nM,Ccna2,Ccna2_05,9,Low,Y,1875,0.0030247643506919855
T13_Dox_0.6nM,Ccna2,Ccna2_06,9,Low,Y,1942,0.003132849263490046
T13_Dox_0.6nM,Ccna2,Ccna2_07,9,Low,Y,2880,0.00464603804266289
T13_Dox_0.6nM,Ccna2,Ccna2_08,9,Low,Y,4247,0.00685129290527406
T13_Dox_0.6nM,Ccna2,Ccna2_09,9,Low,Y,1451,0.0023407643055221713
T13_Dox_0.6nM,Ccna2,Ccna2_10,9,Low,Y,1186,0.0019132642772910372
T13_Dox_0.6nM,Ccnb1,Ccnb1_01,9,Low,Y,1388,0.0022391322233389203
T13_Dox_0.6nM,Ccnb1,Ccnb1_02,9,Low,Y,2890,0.004662170119199913
T13_Dox_0.6nM,Ccnb1,Ccnb1_03,9,Low,Y,2780,0.004484717277292651
T13_Dox_0.6nM,Ccnb1,Ccnb1_04,9,Low,Y,2709,0.004370179533879781
T13_Dox_0.6nM,Ccnb1,Ccnb1_05,9,Low,Y,1555,0.00250853790150722
T13_Dox_0.6nM,Ccnb1,Ccnb1_06,9,Low,Y,3783,0.00610276455395615
