Target_Gene,RTN_A_median,RTN_A_CI_lower,RTN_A_CI_upper,RTN_B_median,RTN_B_CI_lower,RTN_B_CI_upper,Prognostic_Effect_median,Prognostic_Effect_CI_lower,Prognostic_Effect_CI_upper,p_value,adjusted_p_value,p_value_CI_lower,p_value_CI_upper,adjusted_p_value_CI_lower,adjusted_p_value_CI_upper
Sos1,0.0054575636951538,0.0053448407336975,0.0059879733098001,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0019112228488016,-0.075785574085361,0.1282117006541064,0.9462380537619463,0.9856646393353607,0.19137380862619138,0.02179197820802179,0.22647788003099573,0.08071103040008071
Stat3,0.0051637635270743,0.004531711236231,0.0057473209974013,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0827196151008281,-0.2145883029486485,0.0700651332646842,0.16033283966716033,0.4219285254398956,0.000304999695000305,0.17247882752117247,0.0008026307763165921,0.28045337808320725
Stk11,0.0052005713399325,0.0049895750808778,0.0058493920505961,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0714418883101878,-0.1325646812422997,0.0973049471432505,0.21382778617221382,0.48051187903868275,0.0285019714980285,0.07528092471907528,0.04160871751537007,0.18790457400018792
Tacstd2,0.0055522897750923,0.0051105025687339,0.0062564157005514,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.022829440876297,-0.0905439843481466,0.189995002947342,0.5517154482845518,0.7791048546979623,0.12481287518712482,0.000862999137000863,0.1512883335601513,0.007845446700007844
Tcf7l2,0.0055500186591186,0.0048375946107731,0.0060799764755074,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0214407964839157,-0.1639068320342657,0.1560155916824394,0.5685754314245686,0.7822581218514671,0.005792994207005793,0.00502999497000503,0.010253087092045652,0.02286361350002286
Tead1,0.0051778910048942,0.0047149779923317,0.0052503626340129,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.077730180172102,-0.2196957034104532,-0.0575428565783189,0.18243981756018243,0.45609954390045604,0.00020999979000021,0.30655569344430655,0.0005863007835622302,0.41993930608809116
Tead2,0.0053305983856385,0.0050460071925064,0.0058068856042894,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.035813456743827,-0.1077826626211587,0.087680166834253,0.5134784865215135,0.7441717195963965,0.07336892663107338,0.10184289815710185,0.0946695827497721,0.20634402442520636
Tead3,0.0052889589210545,0.0045721237751217,0.005785757723626,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0471022773215557,-0.2572199861027375,0.0809234102347399,0.3934026065973934,0.6449223058973662,8.999991000009e-06,0.12321487678512322,3.74999625000375e-05,0.22402704870022402
Tead4,0.0049359809259209,0.0046182780926191,0.0051605969722962,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.1469490718372114,-0.2210962366344225,-0.1001272990420718,0.014256985743014258,0.0864059742000864,0.000174999825000175,0.09502390497609503,0.0005130429652179043,0.20634402442520636
Tgfbr1,0.0052215733175347,0.004901489094597,0.0058601978325166,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0656934274640827,-0.1568643332676633,0.1008120059755781,0.24941975058024943,0.5198328135005198,0.008547991452008548,0.06578893421106578,0.014366372188249661,0.17371824733438423
Tgfbr2,0.005280227934275,0.0048548754458496,0.0054758227228754,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0495751027519066,-0.170650163289724,0.0061994565644537,0.3705026294973705,0.6175043824956176,0.003984996015003985,0.8026091973908026,0.00737962225000738,0.8360512472820861
Trim8,0.0055086802039906,0.0049382997572087,0.0057259280089679,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.011578805130387,-0.1366950241325194,0.067425085335774,0.7125852874147126,0.8743377759689726,0.02347197652802347,0.18472381527618473,0.03556360080003556,0.2979416375422334
Trp53,0.005092501028868,0.0048123465258008,0.0054328313041657,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.1017328083438598,-0.2122876100330122,0.0226989832516385,0.09125190874809125,0.32018213595821493,0.000365999634000366,0.5536304463695536,0.0009506484000009506,0.6154216068006154
Tsc1,0.0051445873877016,0.0049230901982698,0.0058491648889901,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0870419931575426,-0.1501898409926908,0.0969796777175365,0.13932186067813931,0.4067667165209547,0.012310987689012311,0.07602392397607602,0.020025996234166368,0.18790457400018792
Tsc2,0.0054223529896921,0.0049982190832089,0.0056940698743698,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0111929201235279,-0.1286703069918519,0.0720179888498217,0.888972111027889,0.9606396810715488,0.033486966513033484,0.1635098364901635,0.048531835526135485,0.27480644788262776
Twist1,0.0056322801945658,0.0046598865220788,0.0057759838653535,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0435854837196998,-0.2311211359987969,0.079982265825074,0.33751966248033755,0.5973485254584922,6.8999931000069e-05,0.12722587277412722,0.00022622928196743935,0.2292358068002292
Vegfa,0.0053204190447979,0.0046829660769017,0.0059485144296328,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0387945306867217,-0.2226618590912116,0.1224449711851001,0.48042351957648044,0.7170500292186275,0.000148999851000149,0.028662971337028664,0.00044477567462731046,0.09883783219665057
Vhl,0.005846686335458,0.0053051777646994,0.0063457883150465,0.0054644808743169,0.0054644808743169,0.0054644808743169,0.0975344124711678,-0.0426833529281975,0.2157149497709386,0.07454792545207455,0.2981917018082982,0.4376705623294377,0.000120999879000121,0.47315736468047315,0.0015124984875015126
Vtcn1,0.0048912248308145,0.004650811743702,0.0054021228759549,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.1599265914850904,-0.2326019029731154,0.029930498032077,0.007208992791007209,0.04982063983453258,6.0999939000061e-05,0.46783453216546783,0.00020333313000020332,0.5536503339236306
Wee1,0.0050887893173747,0.004620566340277,0.0054041405748965,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.1030532007076058,-0.2420212199053499,-0.0400249138954239,0.08672691327308672,0.3097389759753097,1.999998000002e-05,0.46756153243846754,7.142850000007142e-05,0.5536503339236306
Wwtr1,0.0047069072646605,0.0043703276360261,0.0055950186363212,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.2164113014193994,-0.3216522450001667,0.0340584902719587,0.000262999737000263,0.00309411455294427,9.99999000001e-07,0.423988576011424,6.24999375000625e-06,0.5266938832440049
Yap1,0.0048196866068321,0.0041483329860736,0.0054330735602866,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.181341148094715,-0.3975527426618379,-0.0073305078567526,0.002296997703002297,0.02088179730002088,9.99999000001e-07,0.9581310418689581,6.24999375000625e-06,0.9678091332009678
Ywhaz,0.0051609826923148,0.0048055193010121,0.0055702236389518,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0827650489783029,-0.1888094220900786,0.0262649430153328,0.1601108398891601,0.4219285254398956,0.001566998433001567,0.5085964914035086,0.0034822187400034817,0.5746853010209136
Zeb1,0.0054484215354803,0.0047786674183008,0.0056148552208427,0.0054644808743169,0.0054644808743169,0.0054644808743169,-0.0043490145579446,-0.1267478502454617,0.052610056066684,0.9882770117229883,0.9903960096039904,0.036166963833036164,0.2713107286892713,0.051300657919200236,0.3848379130344274
